bn_id,person_label,position_label,organised_label,of_label,organised,of,organisation,position,work,start_time,end_time,point_in_time,precision_end_time,precision_start_time,precision_point_in_time,year_start_time,year_end_time,year_point_in_time,start_date,year1,decade,end_date,precision,is_mm,personLabel,person,statements,bn_dob,bn_dod,bn_dob_yr,bn_dod_yr,n_ext,organisation_ext,m,d,nice_date,s
Q747,Ada Goodrich-Freer,Lecturer (freelance),Association of Women Pioneer Lecturers,,Q697,,Association of Women Pioneer Lecturers,Q701,P17,,,1892-01-01T00:00:00Z,,,9,,,1892,1892-01-01T00:00:00Z,1892,1890,1892-01-01T00:00:00Z,9,other,Ada Goodrich-Freer,https://beyond-notability.wikibase.cloud/entity/Q747,45,1857-05-15T00:00:00Z,1931-02-24T00:00:00Z,1857,1931,2,Association of Women Pioneer Lecturers,January,1,1892,Q747-66d9b0d4-4eff-c12a-2cfc-45618b3c7247
Q536,Annie Abram,Lecturer (freelance),Women's Industrial Council,,Q2077,,Women's Industrial Council,Q701,P17,,,1911-01-01T00:00:00Z,,,9,,,1911,1911-01-01T00:00:00Z,1911,1910,1911-01-01T00:00:00Z,9,other,Annie Abram,https://beyond-notability.wikibase.cloud/entity/Q536,48,1869-05-26T00:00:00Z,1930-10-17T00:00:00Z,1869,1930,4,Women's Industrial Council,January,1,1911,Q536-cb5adfec-4b35-9c8b-b8c3-e5ae47f8f931
Q536,Annie Abram,Lecturer (freelance),Women's Industrial Council,,Q2077,,Women's Industrial Council,Q701,P17,,,1912-01-01T00:00:00Z,,,9,,,1912,1912-01-01T00:00:00Z,1912,1910,1912-01-01T00:00:00Z,9,other,Annie Abram,https://beyond-notability.wikibase.cloud/entity/Q536,48,1869-05-26T00:00:00Z,1930-10-17T00:00:00Z,1869,1930,4,Women's Industrial Council,January,1,1912,Q536-8ba68cac-426c-8aec-c163-a32420f44fd7
Q536,Annie Abram,Lecturer (freelance),Women's Industrial Council,,Q2077,,Women's Industrial Council,Q701,P17,,,1913-01-01T00:00:00Z,,,9,,,1913,1913-01-01T00:00:00Z,1913,1910,1913-01-01T00:00:00Z,9,other,Annie Abram,https://beyond-notability.wikibase.cloud/entity/Q536,48,1869-05-26T00:00:00Z,1930-10-17T00:00:00Z,1869,1930,4,Women's Industrial Council,January,1,1913,Q536-1c32e2fe-4353-d6a7-5995-978c9baa7317
Q931,Caroline Amy Hutton,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1892-06-01T00:00:00Z,,,10,,,1892,1892-06-01T00:00:00Z,1892,1890,1892-06-01T00:00:00Z,10,other,Caroline Amy Hutton,https://beyond-notability.wikibase.cloud/entity/Q931,35,1860-01-01T00:00:00Z,1931-10-06T00:00:00Z,1860,1931,82,none recorded,June,1,June 1892,Q931-e5c4bbbd-42b2-90e0-7342-7aad2b8d34df
Q931,Caroline Amy Hutton,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1892-11-01T00:00:00Z,,,10,,,1892,1892-11-01T00:00:00Z,1892,1890,1892-11-01T00:00:00Z,10,other,Caroline Amy Hutton,https://beyond-notability.wikibase.cloud/entity/Q931,35,1860-01-01T00:00:00Z,1931-10-06T00:00:00Z,1860,1931,82,none recorded,November,1,November 1892,Q931-b1172c3f-4139-9500-3cb3-9f5a15180ff4
Q1496,Daisy Emily Martin Clarke,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1945-01-01T00:00:00Z,,,9,,,1945,1945-01-01T00:00:00Z,1945,1940,1945-01-01T00:00:00Z,9,other,Daisy Emily Martin Clarke,https://beyond-notability.wikibase.cloud/entity/Q1496,22,1891-01-01T00:00:00Z,1955-01-01T00:00:00Z,1891,1955,82,none recorded,January,1,1945,Q1496-e332ab83-406a-4fc6-b281-fbe65d9b54eb
Q668,Edith Bradley,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1893-01-01T00:00:00Z,,,9,,,1893,1893-01-01T00:00:00Z,1893,1890,1893-01-01T00:00:00Z,9,other,Edith Bradley,https://beyond-notability.wikibase.cloud/entity/Q668,44,1859-01-01T00:00:00Z,1943-01-01T00:00:00Z,1859,1943,82,none recorded,January,1,1893,Q668-8659283f-4254-af36-c2a9-0ce6064628d4
Q668,Edith Bradley,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1893-01-01T00:00:00Z,,,9,,,1893,1893-01-01T00:00:00Z,1893,1890,1893-01-01T00:00:00Z,9,other,Edith Bradley,https://beyond-notability.wikibase.cloud/entity/Q668,44,1859-01-01T00:00:00Z,1943-01-01T00:00:00Z,1859,1943,82,none recorded,January,1,1893,Q668-9503ab14-4726-e970-049a-5dcdb7a2914b
Q153,Eliza Jeffries Davis,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1915-01-01T00:00:00Z,1916-01-01T00:00:00Z,,9,9,,1915,1916,,1915-01-01T00:00:00Z,1915,1910,1916-01-01T00:00:00Z,9,other,Eliza Jeffries Davis,https://beyond-notability.wikibase.cloud/entity/Q153,61,1875-01-01T00:00:00Z,1943-10-30T00:00:00Z,1875,1943,15,University College London Extension Centre,January,1,1915,Q153-15f8e0fc-45a5-b410-354e-ea019ca6406c
Q153,Eliza Jeffries Davis,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1916-01-01T00:00:00Z,1919-01-01T00:00:00Z,,9,9,,1916,1919,,1916-01-01T00:00:00Z,1916,1910,1919-01-01T00:00:00Z,9,other,Eliza Jeffries Davis,https://beyond-notability.wikibase.cloud/entity/Q153,61,1875-01-01T00:00:00Z,1943-10-30T00:00:00Z,1875,1943,15,University College London Extension Centre,January,1,1916,Q153-9fad1f36-4ffc-65fa-88a9-c5d5f4a8f9e4
Q153,Eliza Jeffries Davis,Lecturer (Extension),University College London Extension Centre,,Q3020,,University College London Extension Centre,Q3021,P17,1919-01-01T00:00:00Z,1920-01-01T00:00:00Z,,9,9,,1919,1920,,1919-01-01T00:00:00Z,1919,1910,1920-01-01T00:00:00Z,9,other,Eliza Jeffries Davis,https://beyond-notability.wikibase.cloud/entity/Q153,61,1875-01-01T00:00:00Z,1943-10-30T00:00:00Z,1875,1943,15,University College London Extension Centre,January,1,1919,Q153-27c8af19-4499-6433-7d7a-f8ca97847041
Q329,Emma Elizabeth Cope,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1934-01-01T00:00:00Z,,,9,,,1934,1934-01-01T00:00:00Z,1934,1930,1934-01-01T00:00:00Z,9,other,Emma Elizabeth Cope,https://beyond-notability.wikibase.cloud/entity/Q329,42,1860-01-01T00:00:00Z,1949-01-01T00:00:00Z,1860,1949,82,none recorded,January,1,1934,Q329-83f5edc8-4cbc-0b63-391b-7aafebeeed7a
Q1055,Emma Swann,Lecturer (freelance),,Association of Women Pioneer Lecturers,,Q697,Association of Women Pioneer Lecturers,Q701,P17,,,1896-01-01T00:00:00Z,,,9,,,1896,1896-01-01T00:00:00Z,1896,1890,1896-01-01T00:00:00Z,9,other,Emma Swann,https://beyond-notability.wikibase.cloud/entity/Q1055,33,1840-01-01T00:00:00Z,1930-01-01T00:00:00Z,1840,1930,2,Association of Women Pioneer Lecturers,January,1,1896,Q1055-4ce172c1-4eca-82b6-cae8-c02480e9d133
Q1892,Ethel Ann Burton-Brown,Lecturer (freelance),,,,,none recorded,Q701,P17,1898-01-01T00:00:00Z,1904-01-01T00:00:00Z,,9,9,,1898,1904,,1898-01-01T00:00:00Z,1898,1890,1904-01-01T00:00:00Z,9,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,82,none recorded,January,1,1898,Q1892-200f400b-420d-5b35-326a-d87d4026c410
Q1892,Ethel Ann Burton-Brown,Lecturer (freelance),,,,,none recorded,Q701,P17,1905-01-18T00:00:00Z,,,,11,,1905,,,1905-01-18T00:00:00Z,1905,1900,1905-01-18T00:00:00Z,11,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,82,none recorded,January,18,18 January 1905,Q1892-a969d110-4d1c-05ef-4519-fa179ada6505
Q1892,Ethel Ann Burton-Brown,Lecturer (Extension),Forest Hill and Dulwich Centre for University Extension,,Q2687,,Forest Hill and Dulwich Centre for University Extension,Q3021,P17,1905-01-23T00:00:00Z,1905-03-01T00:00:00Z,,10,11,,1905,1905,,1905-01-23T00:00:00Z,1905,1900,1905-03-01T00:00:00Z,11,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,1,Other extension centres,January,23,23 January 1905,Q1892-073897b7-4958-486a-3876-56c68314b53b
Q1892,Ethel Ann Burton-Brown,Lecturer (freelance),,,,,none recorded,Q701,P17,1905-02-07T00:00:00Z,,,,11,,1905,,,1905-02-07T00:00:00Z,1905,1900,1905-02-07T00:00:00Z,11,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,82,none recorded,February,7,7 February 1905,Q1892-bb906399-422a-ef61-b70d-c96eb1677605
Q1892,Ethel Ann Burton-Brown,Lecturer (Extension),Regent Street Polytechnic Centre for University Extension,,Q2688,,Regent Street Polytechnic Centre for University Extension,Q3021,P17,1905-03-01T00:00:00Z,,,,10,,1905,,,1905-03-01T00:00:00Z,1905,1900,1905-03-01T00:00:00Z,10,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,1,Other extension centres,March,1,March 1905,Q1892-63f5ddba-4831-7bb6-2f8b-00bd06d31df6
Q1892,Ethel Ann Burton-Brown,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1905-05-01T00:00:00Z,,,10,,,1905,1905-05-01T00:00:00Z,1905,1900,1905-05-01T00:00:00Z,10,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,82,none recorded,May,1,May 1905,Q1892-dc5ee8d0-4cf6-fe5d-86ec-c625931ce63c
Q1892,Ethel Ann Burton-Brown,Lecturer (Extension),Chislehurst Centre for University Extension,,Q2700,,Chislehurst Centre for University Extension,Q3021,P17,1905-10-10T00:00:00Z,1905-12-01T00:00:00Z,,10,11,,1905,1905,,1905-10-10T00:00:00Z,1905,1900,1905-12-01T00:00:00Z,11,other,Ethel Ann Burton-Brown,https://beyond-notability.wikibase.cloud/entity/Q1892,47,1868-06-13T00:00:00Z,1927-03-21T00:00:00Z,1868,1927,1,Other extension centres,October,10,10 October 1905,Q1892-12922f91-42ba-6447-c13e-2049b5c4d9b7
Q23,Eugénie Sellers Strong,Lecturer (Extension),Chelsea Centre for University Extension,,Q2509,,Chelsea Centre for University Extension,Q3021,P17,1890-04-30T00:00:00Z,,,,11,,1890,,,1890-04-30T00:00:00Z,1890,1890,1890-04-30T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,8,Chelsea Centre for University Extension,April,30,30 April 1890,Q23-c35837cd-4432-bb0c-af32-4f4c28220f28
Q23,Eugénie Sellers Strong,Lecturer (Extension),Royal Holloway College Centre for University Extension,,Q2682,,Royal Holloway College Centre for University Extension,Q3021,P17,1890-10-06T00:00:00Z,,,,11,,1890,,,1890-10-06T00:00:00Z,1890,1890,1890-10-06T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,2,Royal Holloway College Centre for University Extension,October,6,6 October 1890,Q23-4e98a035-41d8-898c-9a1d-df81c5ec563b
Q23,Eugénie Sellers Strong,Lecturer (Extension),North Hackney Centre for University Extension,,Q2511,,North Hackney Centre for University Extension,Q3021,P17,1890-10-13T00:00:00Z,,,,11,,1890,,,1890-10-13T00:00:00Z,1890,1890,1890-10-13T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,1,Other extension centres,October,13,13 October 1890,Q23-9a3be717-482e-a1d8-409c-295421406fe7
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-01-10T00:00:00Z,,,,11,,1892,,,1892-01-10T00:00:00Z,1892,1890,1892-01-10T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,January,10,10 January 1892,Q23-39222708-4182-9595-b1e9-8438f12eb630
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1892-01-16T00:00:00Z,,,11,,,1892,1892-01-16T00:00:00Z,1892,1890,1892-01-16T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,January,16,16 January 1892,Q23-f88bb5bb-4bbf-1c1a-5a44-dfd54327aa13
Q23,Eugénie Sellers Strong,Lecturer (Extension),Chelsea Centre for University Extension,,Q2509,,Chelsea Centre for University Extension,Q3021,P17,1892-01-19T00:00:00Z,,,,11,,1892,,,1892-01-19T00:00:00Z,1892,1890,1892-01-19T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,8,Chelsea Centre for University Extension,January,19,19 January 1892,Q23-31f38b62-4bcc-13fd-f254-0c8d416a94eb
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-01-25T00:00:00Z,,,,11,,1892,,,1892-01-25T00:00:00Z,1892,1890,1892-01-25T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,January,25,25 January 1892,Q23-1f02f2e4-435c-9ee6-d82e-95fbe134cdb9
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-01-30T00:00:00Z,,,,11,,1892,,,1892-01-30T00:00:00Z,1892,1890,1892-01-30T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,January,30,30 January 1892,Q23-b5c232e5-4949-b185-727f-1c1c1a59ebcc
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-02-10T00:00:00Z,,,,11,,1892,,,1892-02-10T00:00:00Z,1892,1890,1892-02-10T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,February,10,10 February 1892,Q23-f933762b-4c75-a607-e126-97f5d718baf3
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-03-01T00:00:00Z,,,,10,,1892,,,1892-03-01T00:00:00Z,1892,1890,1892-03-01T00:00:00Z,10,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,March,1,March 1892,Q23-20ab5c46-42c2-8a9f-e92c-ef9c7d931e6d
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-03-01T00:00:00Z,,,,10,,1892,,,1892-03-01T00:00:00Z,1892,1890,1892-03-01T00:00:00Z,10,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,March,1,March 1892,Q23-653c445c-465c-62bb-cf96-792b44fc6ad6
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1892-03-30T00:00:00Z,,,11,,,1892,1892-03-30T00:00:00Z,1892,1890,1892-03-30T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,March,30,30 March 1892,Q23-3dc9f0d5-4eee-744a-f5b3-465d4f0fe021
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-04-21T00:00:00Z,,,,11,,1892,,,1892-04-21T00:00:00Z,1892,1890,1892-04-21T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,April,21,21 April 1892,Q23-d119851f-406d-1f97-6c01-afa0f2e8bb63
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1892-05-12T00:00:00Z,,,11,,,1892,1892-05-12T00:00:00Z,1892,1890,1892-05-12T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,May,12,12 May 1892,Q23-31c8c007-4c4b-3164-db53-1b9c00984037
Q23,Eugénie Sellers Strong,Lecturer (freelance),,,,,none recorded,Q701,P17,1892-05-13T00:00:00Z,,,,11,,1892,,,1892-05-13T00:00:00Z,1892,1890,1892-05-13T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,82,none recorded,May,13,13 May 1892,Q23-8bfb3a2f-4113-0ab5-c625-558a34ca5f8d
Q23,Eugénie Sellers Strong,Lecturer (Extension),Harrow Centre for University Extention,,Q2685,,Harrow Centre for University Extention,Q3021,P17,1893-10-10T00:00:00Z,,,,11,,1893,,,1893-10-10T00:00:00Z,1893,1890,1893-10-10T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,1,Other extension centres,October,10,10 October 1893,Q23-8dc490b4-43b0-6b8f-31fb-543136f5cbe8
Q23,Eugénie Sellers Strong,Lecturer (Extension),Greenwich Extension Centre,,Q4125,,Greenwich Extension Centre,Q3021,P17,1894-10-15T00:00:00Z,,,,11,,1894,,,1894-10-15T00:00:00Z,1894,1890,1894-10-15T00:00:00Z,11,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,1,Other extension centres,October,15,15 October 1894,Q23-f4ebc385-4bbd-acbc-f3e8-e5e7d23c9cb7
Q23,Eugénie Sellers Strong,Lecturer (freelance),King's College Ladies Department,,Q603,,King's College Ladies Department,Q701,P17,1896-04-01T00:00:00Z,,,,10,,1896,,,1896-04-01T00:00:00Z,1896,1890,1896-04-01T00:00:00Z,10,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,10,King's College Ladies Department,April,1,April 1896,Q23-0a37d0e7-49d7-0acd-560c-f09fddcc5f34
Q23,Eugénie Sellers Strong,Lecturer (Extension),Croydon Centre for University Extension,,Q2689,,Croydon Centre for University Extension,Q3021,P17,1900-01-01T00:00:00Z,1901-01-01T00:00:00Z,,9,9,,1900,1901,,1900-01-01T00:00:00Z,1900,1900,1901-01-01T00:00:00Z,9,other,Eugénie Sellers Strong,https://beyond-notability.wikibase.cloud/entity/Q23,95,1860-03-25T00:00:00Z,1943-09-16T00:00:00Z,1860,1943,2,Croydon Centre for University Extension,January,1,1900,Q23-e6e392c0-4208-6372-54fd-3ba283f85e99
Q905,Florence Grove,Lecturer (freelance),Fabian Society,,Q2082,,Fabian Society,Q701,P17,,,1898-01-01T00:00:00Z,,,9,,,1898,1898-01-01T00:00:00Z,1898,1890,1898-01-01T00:00:00Z,9,other,Florence Grove,https://beyond-notability.wikibase.cloud/entity/Q905,21,1847-01-01T00:00:00Z,1901-06-08T00:00:00Z,1847,1901,1,Fabian Society,January,1,1898,Q905-93e11eb2-4cd3-0f76-cc6f-b07de47189b2
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,,,1882-07-01T00:00:00Z,,,10,,,1882,1882-07-01T00:00:00Z,1882,1880,1882-07-01T00:00:00Z,10,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,July,1,July 1882,Q1065-53f63ed3-43d5-b2d9-ad9a-8a965b8e2465
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1883-11-14T00:00:00Z,,,,11,,1883,,,1883-11-14T00:00:00Z,1883,1880,1883-11-14T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,November,14,14 November 1883,Q1065-5782fe0e-463d-479a-aa77-c68daee39dfb
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1884-02-22T00:00:00Z,,,,11,,1884,,,1884-02-22T00:00:00Z,1884,1880,1884-02-22T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,February,22,22 February 1884,Q1065-d986b1c9-45fd-3eb9-674e-bcbae7bdff37
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1884-11-07T00:00:00Z,,,,11,,1884,,,1884-11-07T00:00:00Z,1884,1880,1884-11-07T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,November,7,7 November 1884,Q1065-042ecde7-46bb-a9fd-5a3f-4bb497ba106d
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1885-02-11T00:00:00Z,,,,11,,1885,,,1885-02-11T00:00:00Z,1885,1880,1885-02-11T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,February,11,11 February 1885,Q1065-f954edf3-4ee1-4f6d-a5fb-37728dea67c8
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1885-02-13T00:00:00Z,,,,11,,1885,,,1885-02-13T00:00:00Z,1885,1880,1885-02-13T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,February,13,13 February 1885,Q1065-5861ea09-4d96-05b6-915c-7676786b0707
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1885-06-03T00:00:00Z,,,,11,,1885,,,1885-06-03T00:00:00Z,1885,1880,1885-06-03T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,June,3,3 June 1885,Q1065-4f79c3da-424e-1b45-2946-4dedc4d78e24
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1886-06-23T00:00:00Z,,,,11,,1886,,,1886-06-23T00:00:00Z,1886,1880,1886-06-23T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,June,23,23 June 1886,Q1065-4f2653ab-425b-5ca5-9f94-5975fda8c6b5
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1886-11-17T00:00:00Z,,,,11,,1886,,,1886-11-17T00:00:00Z,1886,1880,1886-11-17T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,November,17,17 November 1886,Q1065-b8add98f-4c6f-9cc5-026d-1bd2c5ce05dd
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1887-02-25T00:00:00Z,,,,11,,1887,,,1887-02-25T00:00:00Z,1887,1880,1887-02-25T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,February,25,25 February 1887,Q1065-aab58a66-4297-7a77-32fd-316fb6410969
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1887-03-01T00:00:00Z,,,,11,,1887,,,1887-03-01T00:00:00Z,1887,1880,1887-03-01T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,March,1,1 March 1887,Q1065-ba6f2a6f-4f42-4d91-9d92-a4ddb2e34caf
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1887-05-13T00:00:00Z,,,,11,,1887,,,1887-05-13T00:00:00Z,1887,1880,1887-05-13T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,May,13,13 May 1887,Q1065-4f6f8d83-4748-40ad-778b-00a0929e40da
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1887-11-08T00:00:00Z,,,,11,,1887,,,1887-11-08T00:00:00Z,1887,1880,1887-11-08T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,November,8,8 November 1887,Q1065-b47d2f93-4536-bb49-b996-94a7995e1dcb
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1887-11-11T00:00:00Z,,,,11,,1887,,,1887-11-11T00:00:00Z,1887,1880,1887-11-11T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,November,11,11 November 1887,Q1065-af0c26ca-4531-c03a-c931-c38f9f2b22d6
Q1065,Helen Mary Tirard,Lecturer (freelance),,,,,none recorded,Q701,P17,1888-04-13T00:00:00Z,,,,11,,1888,,,1888-04-13T00:00:00Z,1888,1880,1888-04-13T00:00:00Z,11,other,Helen Mary Tirard,https://beyond-notability.wikibase.cloud/entity/Q1065,55,1853-01-01T00:00:00Z,1943-01-01T00:00:00Z,1853,1943,82,none recorded,April,13,13 April 1888,Q1065-42550488-485f-8885-9147-f67f88755153
